SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),Trichodesmium Biomass Conversion factor (mg C/106 nifH copies),Trichodesmium Biomass (mg C m-3),UCYN-A nifH Gene (x106 copies m-3),UCYN-A Biomass Conversion factor (mg C/106 nifH copies),UCYN-B nifH Gene (x106 copies m-3),UCYN-B Biomass Conversion factor (mg C/106 nifH copies),UCYN-C nifH Gene (x106 copies m-3),UCYN-C Biomass Conversion factor (mg C/106 nifH copies),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia nifH Gene (x106 copies m-3),Richelia Biomass Conversion factor (mg C/106 nifH copies),Calothrix Associated Species,Calothrix nifH Gene  (x106 copies m-3),Calothrix Biomass Conversion factor (mg C/106 nifH copies),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes,Gamma A nifH Gene (x106 copies/m3),Gamma P nifH Gene (x106 copies/m3),CIII nifH Gene (x106 copies/m3)
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-08,-15.00,-173.75,5,718.4595,0.3,215.538 ,0.0000,0.0002,438.2729,0.02,,,8.7655,,,,,,,,224.303,29.48,35.13,0.106,111.000,,0.16,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,150,0.1178,0.3,0.035 ,0.0100,0.0002,2.8773,0.02,,,0.0575,,,,,,,,0.093,23.96,35.82,1892.784,347.000,,0.17,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,127,7.8376,0.3,2.351 ,0.0833,0.0002,1.0376,0.02,,,0.0208,,,,,,,,2.372,24.83,35.80,10.525,170.000,,0.45,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,99,0.0100,0.3,0.003 ,11.3814,0.0002,1.7453,0.02,,,0.0372,,,,,,,,0.040,26.09,35.60,0.000,313.000,,0.47,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,75,2.7305,0.3,0.819 ,5.1409,0.0002,211.4924,0.02,,,4.2309,,,,,,,,5.050,28.53,35.88,-0.457,154.000,,0.10,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,49,7.0883,0.3,2.126 ,0.0000,0.0002,468.6192,0.02,,,9.3724,,,,,,,,11.499,29.21,35.28,0.000,142.000,,0.07,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,30,10.6556,0.3,3.197 ,0.0000,0.0002,107.6333,0.02,,,2.1527,"Rhizosolenia,Hemiaulus",0.1069,0.01,,,,0.0011,5.350,29.17,35.08,0.000,95.000,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,15,4.9715,0.3,1.491 ,0.0000,0.0002,62.1347,0.02,,,1.2427,"Rhizosolenia,Hemiaulus",1.6599,0.01,,,,0.0166,2.751,29.16,35.08,0.759,153.000,,0.06,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-09,-15.00,-177.50,5,11.4906,0.3,3.447 ,0.0100,0.0002,385.2932,0.02,,,7.7059,,,,,,,,11.153,29.15,35.08,-0.469,92.000,,0.05,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,150,0.4454,0.3,0.134 ,0.0000,0.0002,0.1419,0.02,,,0.0028,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.136,23.96,36.04,1154.682,301.000,,0.50,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,120,1.0512,0.3,0.315 ,0.0000,0.0002,0.2310,0.02,,,0.0046,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.320,25.52,36.05,126.610,194.000,,0.19,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,87,5.2163,0.3,1.565 ,0.1190,0.0002,0.8165,0.02,,,0.0164,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,1.581,26.77,35.70,0.000,131.000,,0.16,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,70,1.3570,0.3,0.407 ,0.0000,0.0002,0.9691,0.02,,,0.0194,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.426,27.54,35.74,0.000,121.000,,0.35,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,50,19.1448,0.3,5.743 ,0.0000,0.0002,7.0200,0.02,,,0.1404,"Rhizosolenia,Hemiaulus",1.9858,0.01,,,,0.0199,5.904,28.56,35.57,0.000,67.000,,0.22,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,31,412.0413,0.3,123.612 ,0.0000,0.0002,133.1156,0.02,,,2.6623,"Rhizosolenia,Hemiaulus",4.7496,0.01,,,,0.0475,126.322,28.84,35.03,0.000,48.000,,0.26,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,15,1938.4831,0.3,581.545 ,0.0000,0.0002,148.8161,0.02,,,2.9763,"Rhizosolenia,Hemiaulus",12.0195,0.01,,,,0.1202,584.641,28.84,34.98,0.000,41.000,,0.36,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-10,-15.00,178.75,5,6266.8448,0.3,1880.053 ,0.0000,0.0002,177.3726,0.02,,,3.5475,"Rhizosolenia,Hemiaulus",17.6557,0.01,,,,0.1766,1883.777,28.94,34.99,6.135,33.000,,0.33,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,150,0.0518,0.3,0.016 ,0.0000,0.0002,1.2487,0.02,,,0.0250,,,,,,,,0.041,23.87,35.76,2629.335,300.000,,0.04,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,125,0.0000,0.3,0.000 ,0.0000,0.0002,0.3803,0.02,,,0.0076,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.008,24.92,35.65,870.742,217.000,,0.16,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,105,0.0193,0.3,0.006 ,0.0000,0.0002,0.5160,0.02,,,0.0103,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.016,26.04,35.56,-0.386,113.000,,0.46,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,75,14.2458,0.3,4.274 ,25.8014,0.0002,27.3377,0.02,,,0.5519,"Rhizosolenia,Hemiaulus",0.0196,0.01,,,,0.0002,4.826,27.54,35.60,-0.469,91.000,,0.13,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,45,415.8750,0.3,124.763 ,0.0000,0.0002,228.6368,0.02,,,4.5727,"Rhizosolenia,Hemiaulus",1.8258,0.01,,,,0.0183,129.353,29.19,34.97,-0.341,48.000,,0.11,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,37,,,,,,7902.9256,0.02,,,158.0585,,,,,,,,158.059,,,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,30,0.0488,0.3,0.015 ,0.0000,0.0002,14.7114,0.02,,,0.2942,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.309,29.49,34.33,,,,,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,16,0.1376,0.3,0.041 ,0.0000,0.0002,0.9356,0.02,,,0.0187,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.060,29.38,34.23,0.669,126.000,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-12,-15.00,175.00,6,0.0150,0.3,0.005 ,0.0000,0.0002,3.1359,0.02,,,0.0627,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.067,29.39,34.23,0.012,114.000,,0.06,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,150,0.0000,0.3,0.000 ,0.0000,0.0002,0.3483,0.02,,,0.0070,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.007,22.62,35.82,1967.093,329.000,,0.09,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,124,0.0126,0.3,0.004 ,0.0000,0.0002,0.7084,0.02,,,0.0142,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.018,23.97,35.86,1553.516,300.000,,0.22,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,93,0.0000,0.3,0.000 ,0.0000,0.0002,0.1213,0.02,,,0.0024,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,0.002,24.58,35.48,39.221,197.000,,0.42,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,66,4.8100,0.3,1.443 ,56.3432,0.0002,3.0965,0.02,,,0.0732,"Rhizosolenia,Hemiaulus",0.0302,0.01,,,,0.0003,1.516,26.05,35.27,-0.235,,,0.34,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,41,19.5392,0.3,5.862 ,62.4548,0.0002,128.3195,0.02,,,2.5789,"Rhizosolenia,Hemiaulus",0.0000,0.01,,,,0.0000,8.441,27.95,35.17,3.647,111.000,,0.17,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,30,326.7922,0.3,98.038 ,1.7018,0.0002,353.9392,0.02,,,7.0791,"Rhizosolenia,Hemiaulus",3.6657,0.01,,,,0.0367,105.153,28.79,34.80,3.024,69.000,,0.14,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,15,1522.5865,0.3,456.776 ,0.9094,0.0002,257.7454,0.02,,,5.1551,"Rhizosolenia,Hemiaulus",4.7271,0.01,,,,0.0473,461.978,28.80,34.80,2.461,67.000,,0.22,,,,
"Moisander, P.H., University of Massachusetts Dartmouth, pmoisander@umassd.edu","Moisander et al. (2010), doi:10.1126/science.1185468",qPCR,2003-04-13,-16.75,171.75,5,577.2848,0.3,173.185 ,0.8421,0.0002,172.0091,0.02,,,3.4403,"Rhizosolenia,Hemiaulus",1.8761,0.01,,,,0.0188,176.645,28.80,34.80,21.681,61.000,,0.20,,,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-01,37.70,-75.30,2,2.6500,0.3,0.795 ,17.2000,0.0002,0.0100,0.02,0.0000,0.01,0.0036,,0.0000,0.01,,0.0000,0.01,0.0000,0.799,21.00,31.70,0.490,0.210,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-02,37.63,-75.15,2,0.0100,0.3,0.003 ,0.0100,0.0002,0.0100,0.02,0.0000,0.01,0.0002,Hemiaulus,16.7000,0.01,,0.0000,0.01,0.1670,0.170,22.80,31.10,0.470,0.070,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-03,37.52,-75.05,2,0.0100,0.3,0.003 ,623.0000,0.0002,0.0100,0.02,0.0000,0.01,0.1248,Hemiaulus,2.3400,0.01,,0.0000,0.01,0.0234,0.151,24.10,31.00,0.490,0.050,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-13,38.04,-74.30,2,0.0000,0.3,0.000 ,1630.0000,0.0002,0.0100,0.02,0.0000,0.01,0.3262,Hemiaulus,1.6200,0.01,,0.0000,0.01,0.0162,0.342,23.50,31.00,0.470,0.030,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-14,38.12,-74.38,2,,,,54.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0110,,0.0000,0.01,,0.0000,0.01,0.0000,0.011,22.90,31.50,0.400,0.100,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-20,36.55,-75.71,2,0.0000,0.3,0.000 ,35000.0000,0.0002,,,,,7.0000,Hemiaulus,4.2000,0.01,,,,0.0420,7.042,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-21,37.43,-75.48,2,0.0000,0.3,0.000 ,25000.0000,0.0002,,,,,5.0000,Hemiaulus,160.0000,0.01,,,,1.6000,6.600,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-04,36.69,-74.68,2,0.0000,0.3,0.000 ,1200.0000,0.0002,0.0100,0.02,0.0000,0.01,0.2402,Hemiaulus,3.1000,0.01,,0.0000,0.01,0.0310,0.271,23.40,34.30,0.560,0.030,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-05,36.63,-74.86,2,0.7470,0.3,0.224 ,196.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0394,Hemiaulus,37.2000,0.01,,0.0000,0.01,0.3720,0.636,23.90,32.00,0.510,0.040,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-06,36.60,-75.06,2,127.0000,0.3,38.100 ,11.0000,0.0002,0.0100,0.02,0.0000,0.01,0.0024,Hemiaulus,19.7000,0.01,,0.0000,0.01,0.1970,38.299,23.40,32.90,0.540,0.070,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-07,36.53,-75.27,2,0.7630,0.3,0.229 ,76.5000,0.0002,0.0100,0.02,0.0000,0.01,0.0155,Hemiaulus,18.0000,0.01,,0.0000,0.01,0.1800,0.424,24.70,34.70,0.640,0.050,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-08,36.97,-76.02,2,0.0000,0.3,0.000 ,19.3000,0.0002,0.0100,0.02,0.0000,0.01,0.0041,Hemiaulus,0.0100,0.01,,0.0000,0.01,0.0001,0.004,22.00,26.50,0.650,0.080,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-09,36.90,-75.91,2,0.0000,0.3,0.000 ,0.0100,0.0002,0.0100,0.02,0.0000,0.01,0.0002,,0.0000,0.01,,0.0000,0.01,0.0000,0.000,25.20,23.30,0.600,0.050,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-10,36.80,-75.86,2,0.0000,0.3,0.000 ,25.2000,0.0002,0.0100,0.02,0.0000,0.01,0.0052,,0.0000,0.01,,0.0000,0.01,0.0000,0.005,25.50,22.90,0.510,0.050,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-11,36.67,-75.77,2,0.0000,0.3,0.000 ,3.0300,0.0002,0.0100,0.02,0.0000,0.01,0.0008,,0.0000,0.01,,0.0000,0.01,0.0000,0.001,23.50,27.40,0.490,0.030,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2006-07-12,36.89,-75.72,2,0.0000,0.3,0.000 ,28.4000,0.0002,0.0100,0.02,0.0000,0.01,0.0059,,0.0000,0.01,,0.0000,0.01,0.0000,0.006,23.90,25.70,0.510,0.060,,,"Cruise in July, 2006, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-22,39.52,-73.88,2,0.0000,0.3,0.000 ,170.0000,0.0002,,,,,0.0340,Hemiaulus,79.0000,0.01,,,,0.7900,0.824,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-23,40.33,-71.74,2,91.0000,0.3,27.300 ,82.0000,0.0002,,,,,0.0164,Hemiaulus,2.9000,0.01,,,,0.0290,27.345,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-24,40.61,-68.53,2,0.0100,0.3,0.003 ,620.0000,0.0002,,,,,0.1240,,0.0000,0.01,,,,0.0000,0.127,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-24,41.27,-67.82,2,0.0000,0.3,0.000 ,0.2300,0.0002,,,,,0.0000,,0.0000,0.01,,,,0.0000,0.000,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-25,40.98,-67.20,2,0.1100,0.3,0.033 ,460.0000,0.0002,,,,,0.0920,,0.0000,0.01,,,,0.0000,0.125,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-26,42.00,-66.80,2,0.0000,0.3,0.000 ,430.0000,0.0002,,,,,0.0860,Hemiaulus,0.0100,0.01,,,,0.0001,0.086,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Mulholland, M.R., Old Dominion University, mmulholl@odu.edu",Mulholland et al. (in prep),qPCR,2009-08-26,42.18,-69.28,2,0.0100,0.3,0.003 ,850.0000,0.0002,,,,,0.1700,,0.0000,0.01,,,,0.0000,0.173,,,,,,,"Cruise in Aug, 2009, exact dates unknown",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2008-08-20,30.30,-89.26,1,,,,,,10300.0000,0.02,,,206.0000,,,,,,,,206.000,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2008-10-21,30.30,-89.26,1,,,,,,2630.0000,0.02,,,52.6000,,,,,,,,52.600,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-01-29,30.30,-89.26,1,,,,,,13354.8387,0.02,,,267.0968,,,,,,,,267.097,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-02-17,30.30,-89.26,1,,,,,,7660.0000,0.02,,,153.2000,,,,,,,,153.200,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-03-10,30.30,-89.26,1,,,,,,4915.9420,0.02,,,98.3188,,,,,,,,98.319,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-04-14,30.30,-89.26,1,,,,,,21500.0000,0.02,,,430.0000,,,,,,,,430.000,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-05-12,30.30,-89.26,1,,,,,,15400.0000,0.02,,,308.0000,,,,,,,,308.000,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-05-26,30.30,-89.26,1,,,,,,23111.1111,0.02,,,462.2222,,,,,,,,462.222,,,,,,,"size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-06-06,30.30,-89.26,1,,,,,,10846.1538,0.02,,,216.9231,,,,,,,,216.923,,,,,,,"size fraction >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-06-09,30.30,-89.26,1,,,,,,898000.0000,0.02,,,17960.0000,,,,,,,,17960.000,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fraction 2-10 um. No group id provided, assigned to Group B according to size",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-06-23,30.30,-89.26,1,,,,,,217800.0000,0.02,,,4356.0000,,,,,,,,4356.000,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-07-13,30.30,-89.26,1,,,,,,265744.4444,0.02,,,5314.8889,,,,,,,,5314.889,,,,,,,"REJECTED by Quality Control using Chauvenet’s criterion. Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-07-27,30.30,-89.26,1,,,,,,11860.0000,0.02,,,237.2000,,,,,,,,237.200,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-08-17,30.30,-89.26,1,,,,,,13806.4427,0.02,,,276.1289,,,,,,,,276.129,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-09-28,30.30,-89.26,1,,,,,,34069.8413,0.02,,,681.3968,,,,,,,,681.397,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
"Orcutt, K.M., University of Southern Mississippi, karen.orcutt@usm.edu; Gundersen, K., University of Southern Mississippi, kjell.gundersen@usm.edu",,qPCR,2009-10-19,30.30,-89.26,1,,,,,,5211.0936,0.02,,,104.2219,,,,,,,,104.222,,,,,,,"Size fractions 2-10 um and >10 um. No group id provided, assigned to Group B according to size. The >10um fraction is mostly clusters of single cell cyanos, since we do not see many filaments of any kind in these waters.",,,
