SOURCE: Data,SOURCE: Related article,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium Colonies (x103 m-3),Trichodesmium Free trichomes (x106 m-3),Trichodesmium Total Trichomes (x106 m-3),Trichodesmium Biomass Conversion factor (mg C/106 trichomes),Trichodesmium Biomass (mg C m-3),UCYN Cells (x106 m-3),UCYN Biomass Conversion factor (mg C/106 cells),UCYN Biomass (mg C m-3),Richelia Associated Species,Richelia Cells (x106 m-3),Richelia Biomass Conversion factor (mg C/106 cells),Calothrix Associated Species,Calothrix Cells  (x106 m-3),Calothrix Biomass Conversion factor (mg C/106 cells),Heterocyst (Richelia & Calotrhix) Biomass (mg C m-3),Total Diazotrophic Biomass (mg C m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),Chlorophyll  (mg m-3),Notes
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-26,17.87,-29.02,5,,0.0179,0.0179,30,0.536,,,,,,,,,,,0.536,23.05,36.66,0.063,0.040,,0.17,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-27,21.93,-29.00,5,,0.0131,0.0131,30,0.393,,,,,,,,,,,0.393,22.83,37.26,0.035,0.020,,0.16,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-28,25.65,-29.00,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,21.12,37.28,0.033,,,0.10,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-29,29.18,-28.94,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,20.29,37.01,0.024,0.020,,0.12,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-04-30,29.18,-24.41,5,,0.0006,0.0006,30,0.017,,,,,,,,,,,0.017,20.23,36.99,0.050,0.060,,0.10,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-01,29.18,-19.87,5,,0.0016,0.0016,30,0.047,,,,,,,,,,,0.047,19.89,36.97,0.052,0.030,,0.12,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2008-05-02,29.18,-15.45,5,,0.0016,0.0016,30,0.049,,,,,,,,,,,0.049,19.58,36.83,0.056,0.020,,0.18,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-17,26.00,-18.35,5,,0.0005,0.0005,30,0.014,,,,,,,,,,,0.014,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-17,26.00,-19.50,5,,0.0005,0.0005,30,0.014,,,,,,,,,,,0.014,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-18,26.00,-20.40,5,,0.0005,0.0005,30,0.014,,,,,,,,,,,0.014,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-18,26.00,-22.43,5,,0.0014,0.0014,30,0.041,,,,,,,,,,,0.041,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-18,26.00,-23.63,5,,0.0011,0.0011,30,0.033,,,,,,,,,,,0.033,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-18,26.00,-24.52,5,,0.0004,0.0004,30,0.011,,,,,,,,,,,0.011,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-19,26.00,-26.58,5,,0.0015,0.0015,30,0.045,,,,,,,,,,,0.045,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-19,26.00,-27.27,5,,0.0030,0.0030,30,0.089,,,,,,,,,,,0.089,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-19,26.00,-28.50,5,,0.0026,0.0026,30,0.078,,,,,,,,,,,0.078,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-20,26.00,-30.77,5,,0.0000,0.0000,30,0.000,,,,,,,,,,,0.000,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-20,26.00,-31.90,5,,0.0007,0.0007,30,0.022,,,,,,,,,,,0.022,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-32.87,5,,0.0015,0.0015,30,0.045,,,,,,,,,,,0.045,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-34.50,5,,0.0073,0.0073,30,0.220,,,,,,,,,,,0.220,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-34.83,5,,0.0560,0.0560,30,1.679,,,,,,,,,,,1.679,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-35.67,5,,0.0156,0.0156,30,0.468,,,,,,,,,,,0.468,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-36.14,5,,0.0133,0.0133,30,0.399,,,,,,,,,,,0.399,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-21,26.00,-37.23,5,,0.0069,0.0069,30,0.206,,,,,,,,,,,0.206,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-22,25.57,-37.68,5,,0.0353,0.0353,30,1.060,,,,,,,,,,,1.060,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-22,25.13,-37.13,5,,0.0344,0.0344,30,1.032,,,,,,,,,,,1.032,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-22,24.63,-36.50,5,,0.0073,0.0073,30,0.220,,,,,,,,,,,0.220,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-23,24.60,-36.20,5,,0.0284,0.0284,30,0.853,,,,,,,,,,,0.853,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-23,24.43,-34.90,5,,0.0422,0.0422,30,1.265,,,,,,,,,,,1.265,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-23,23.05,-34.40,5,,0.0484,0.0484,30,1.451,,,,,,,,,,,1.451,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-23,22.58,-33.82,5,,0.0387,0.0387,30,1.161,,,,,,,,,,,1.161,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-23,21.97,-33.00,5,,0.0273,0.0273,30,0.819,,,,,,,,,,,0.819,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-24,21.50,-32.45,5,,0.1290,0.1290,30,3.870,,,,,,,,,,,3.870,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-24,20.92,-31.68,5,,0.0486,0.0486,30,1.459,,,,,,,,,,,1.459,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-24,20.50,-31.13,5,,0.0208,0.0208,30,0.625,,,,,,,,,,,0.625,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-24,20.15,-30.70,5,,0.0050,0.0050,30,0.149,,,,,,,,,,,0.149,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-24,19.62,-30.20,5,,0.0084,0.0084,30,0.253,,,,,,,,,,,0.253,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-25,19.15,-29.78,5,,0.0189,0.0189,30,0.566,,,,,,,,,,,0.566,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-25,18.40,-29.08,5,,0.1180,0.1180,30,3.541,,,,,,,,,,,3.541,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-25,17.72,-29.02,5,,0.0551,0.0551,30,1.652,,,,,,,,,,,1.652,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-25,16.90,-29.00,5,,0.0318,0.0318,30,0.953,,,,,,,,,,,0.953,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-25,16.08,-29.00,5,,0.2773,0.2773,30,8.320,,,,,,,,,,,8.320,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-26,15.43,-29.00,5,,0.0322,0.0322,30,0.967,,,,,,,,,,,0.967,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-26,13.92,-28.45,5,,0.1220,0.1220,30,3.661,,,,,,,,,,,3.661,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-26,13.40,-28.20,5,,0.1697,0.1697,30,5.092,,,,,,,,,,,5.092,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-26,12.60,-28.00,5,,0.1623,0.1623,30,4.870,,,,,,,,,,,4.870,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-27,11.93,-27.97,5,,0.1966,0.1966,30,5.899,,,,,,,,,,,5.899,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-27,11.17,-28.00,5,,0.2454,0.2454,30,7.363,,,,,,,,,,,7.363,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-27,10.55,-28.02,5,,0.3921,0.3921,30,11.763,,,,,,,,,,,11.763,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-27,9.98,-28.30,5,,0.4075,0.4075,30,12.224,,,,,,,,,,,12.224,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-27,9.19,-28.68,5,,0.8130,0.8130,30,24.390,,,,,,,,,,,24.390,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-28,8.53,-28.97,5,,0.7224,0.7224,30,21.673,,,,,,,,,,,21.673,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-28,6.73,-29.00,5,,1.6131,1.6131,30,48.394,,,,,,,,,,,48.394,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-28,5.95,-29.00,5,,0.3617,0.3617,30,10.852,,,,,,,,,,,10.852,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-28,5.04,-29.00,5,,0.0839,0.0839,30,2.518,,,,,,,,,,,2.518,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-29,4.34,-29.00,5,,0.2319,0.2319,30,6.958,,,,,,,,,,,6.958,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-29,3.29,-29.00,5,,0.1589,0.1589,30,4.766,,,,,,,,,,,4.766,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-29,2.51,-29.00,5,,0.2070,0.2070,30,6.209,,,,,,,,,,,6.209,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-29,1.89,-29.00,5,,0.0672,0.0672,30,2.016,,,,,,,,,,,2.016,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-29,1.17,-29.00,5,,0.0139,0.0139,30,0.417,,,,,,,,,,,0.417,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-30,0.60,-29.00,5,,0.0158,0.0158,30,0.473,,,,,,,,,,,0.473,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-30,-0.33,-29.00,5,,0.0022,0.0022,30,0.066,,,,,,,,,,,0.066,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-30,-0.93,-29.00,5,,0.0005,0.0005,30,0.014,,,,,,,,,,,0.014,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-30,-1.73,-29.00,5,,0.0009,0.0009,30,0.028,,,,,,,,,,,0.028,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-11-30,-2.62,-29.00,5,,0.0005,0.0005,30,0.016,,,,,,,,,,,0.016,,,,,,,
"Fernández, A., Dpto Ecoloxía e Bioloxía Animal, Universidade de Vigo, E-36310 Vigo, Spain, afcarrera@uvigo.es","Fernández et al. (2010), doi:10.5194/bg-7-3167-2010; Mouriño-Carballido et al. (2011), doi:10.4319/lo.2011.56.3.0999",Standard Light Microscopy,2007-12-01,-3.52,-29.00,5,,0.0016,0.0016,30,0.048,,,,,,,,,,,0.048,,,,,,,
