SOURCE: Related article or authors,METHODS:                  Sampling/Analysis,DATE (yyyy-mm-dd),LATITUDE,LONGITUDE,DEPTH (m),Trichodesmium nifH Gene (x106 copies m-3),UCYN-A1 nifH Gene (x106 copies m-3),UCYN-A2/A3/A4 nifH Gene (x106 copies m-3),Total UCYN-A nifH Gene (x106 copies m-3),UCYN-B nifH Gene (x106 copies m-3),UCYN-C nifH Gene (x106 copies m-3),Richelia Associated Species,Total Richelia (het-1 +het-2) nifH Gene (x106 copies m-3),Richelia  (het-1 or RintRC02) nifH Gene (x106 copies m-3),Richelia  (het-2 or ReuHH01) nifH Gene (x106 copies m-3),Richelia  ( RrhiSC01) nifH Gene (x106 copies m-3),Temperature (˚C),Salinity (PSU),Nitrate (µM),Phosphate (µM),Fe (nM),SiO2 (µM),Chlorophyll  (mg m-3),Notes
,qPCR,2006-07-07,14.98 ,-31.96 ,200.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,14.74,35.90,,0.844,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,5.0 ,3.37 ,46.42 ,,46.42 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,26.93,36.16,,,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,15.0 ,16.70 ,68.30 ,,68.30 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.35 ,,,,26.80,36.15,,,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,30.0 ,7.84 ,16.66 ,,16.66 ,0.02 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,26.78,36.15,,,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,50.0 ,14.01 ,136.77 ,,136.77 ,0.05 ,,"Hemiaulus, Rhizosolenia",0.20 ,,,,25.80,36.05,,0.000,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,65.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,21.90,35.90,,3.447,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,100.0 ,0.14 ,0.00 ,,0.00 ,0.04 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,14.25,35.49,,1.201,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,150.0 ,0.24 ,0.63 ,,0.63 ,0.01 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,12.80,35.33,,1.373,,,,
,qPCR,2006-07-12,16.90 ,-25.00 ,200.0 ,0.36 ,0.00 ,,0.00 ,0.02 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,12.23,35.29,,1.379,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,5.0 ,0.21 ,0.68 ,,0.68 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.18,35.96,,,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,15.0 ,0.00 ,46.73 ,,46.73 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.13,35.95,,,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,30.0 ,0.00 ,3.56 ,,3.56 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,26.62,36.08,,,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,50.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,20.60,35.90,,0.045,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,75.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,16.07,35.68,,0.890,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,100.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,14.12,35.47,,1.207,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,150.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,12.28,35.23,,1.404,,,,
,qPCR,2006-07-13,10.00 ,-28.77 ,200.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,11.50,35.12,,1.535,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,5.0 ,146.81 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.39,35.05,,,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,20.0 ,196.10 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.40,35.09,,,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,40.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.28,35.45,,,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,60.0 ,174.85 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,25.76,36.16,,0.178,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,80.0 ,10.36 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,23.24,36.04,,,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,100.0 ,1.77 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,20.24,35.93,,0.745,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,150.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,15.08,35.56,,,,,,
,qPCR,2006-07-14,6.65 ,-30.85 ,200.0 ,2.70 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,11.89,35.19,,1.445,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,5.0 ,460.41 ,0.91 ,,0.91 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.62 ,,,,26.80,36.19,,,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,20.0 ,923.68 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.87 ,,,,26.80,36.20,,,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,35.0 ,300.14 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.34 ,,,,26.76,36.24,,0.069,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,50.0 ,94.13 ,2.82 ,,2.82 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.15 ,,,,26.61,36.37,,0.006,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,75.0 ,40.53 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.29 ,,,,25.48,36.50,,,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,90.0 ,0.47 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,22.09,36.56,,0.227,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,150.0 ,16.79 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,15.40,35.64,,0.703,,,,
,qPCR,2006-07-14,0.08 ,-34.99 ,200.0 ,0.13 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,13.32,35.33,,0.933,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,5.0 ,48.27 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.85,35.50,,,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,20.0 ,82.15 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.85,35.52,,,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,40.0 ,61.03 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.79,35.58,,0.000,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,65.0 ,165.33 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.50,35.77,,0.000,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,92.0 ,2.27 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.20,35.93,,0.000,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,105.0 ,0.35 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,21.57,35.94,,0.000,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,150.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,13.66,35.37,,,,,,
,qPCR,2006-07-15,3.33 ,-32.93 ,200.0 ,0.25 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,13.07,35.29,,1.103,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,5.0 ,631.91 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.12,35.59,,,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,20.0 ,63.72 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",1.44 ,,,,28.12,35.59,,,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,40.0 ,867.86 ,0.00 ,,0.00 ,5.07 ,,"Hemiaulus, Rhizosolenia",0.66 ,,,,28.12,35.59,,0.000,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,60.0 ,410.30 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.34 ,,,,28.15,35.65,,,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,86.0 ,59.69 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.52,35.93,,0.000,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,100.0 ,18.04 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,24.33,36.10,,0.324,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,150.0 ,11.07 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,13.56,35.37,,0.969,,,,
,qPCR,2006-07-17,1.83 ,-38.50 ,200.0 ,12.05 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,12.60,35.23,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,5.0 ,14.91 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",3.00 ,,,,28.25,35.28,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,20.0 ,85.48 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",8.46 ,,,,28.20,35.33,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,40.0 ,295.71 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",27.39 ,,,,28.01,35.65,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,70.0 ,71.68 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,23.54,36.21,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,80.0 ,40.73 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,20.59,36.28,,,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,100.0 ,1.30 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,13.66,35.40,,0.388,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,150.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,11.92,35.14,,1.284,,,,
,qPCR,2006-07-19,3.67 ,-41.96 ,200.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,11.54,35.09,,1.351,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,5.0 ,199.46 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",22.58 ,,,,28.56,32.97,,,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,15.0 ,381.00 ,0.00 ,,0.00 ,0.37 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.34,35.44,,,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,30.0 ,200.04 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.01,35.84,,0.066,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,50.0 ,423.98 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,27.54,36.13,,0.382,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,70.0 ,82.34 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,26.50,36.28,,,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,100.0 ,1.95 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,20.90,36.12,,0.688,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,150.0 ,0.08 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,12.90,35.38,,,,,,
,qPCR,2006-07-20,5.60 ,-45.60 ,200.0 ,0.00 ,0.00 ,,0.00 ,0.02 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,10.10,34.98,,1.615,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,5.0 ,1157.22 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",1.52 ,,,,28.76,32.75,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,10.0 ,678.90 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.63,32.82,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,20.0 ,1301.27 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,28.62,34.41,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,30.0 ,88.48 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.77 ,,,,28.48,34.44,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,50.0 ,3.56 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.34 ,,,,27.50,35.63,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,70.0 ,1.30 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,26.54,36.35,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,100.0 ,0.00 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,25.09,36.59,,,,,,
,qPCR,2006-07-21,7.53 ,-49.26 ,150.0 ,0.08 ,0.00 ,,0.00 ,0.00 ,,"Hemiaulus, Rhizosolenia",0.00 ,,,,17.08,35.96,,,,,,
"Hannah Halm et al., 2012 ISME, doi:10.1038/ismej.2011.182",qPCR,12/15/2006,-27.91 ,-123.16 ,150.0 ,0.000 ,,,0.00 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,12/20/2006,-27.73 ,-117.61 ,0.0 ,0.000 ,,,0.00 ,0.000 ,,,,,,,,,,,,,,DNA
data shown in Table 2,qPCR,12/20/2006,-27.73 ,-117.61 ,220.0 ,0.000 ,,,81.80 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,1/5/2007,-38.06 ,-133.10 ,0.0 ,0.000 ,,,225.60 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,1/5/2007,-38.06 ,-133.10 ,110.0 ,0.000 ,,,0.00 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,1/10/2007,-39.31 ,-139.80 ,0.0 ,0.000 ,,,0.30 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,1/10/2007,-39.31 ,-139.80 ,100.0 ,0.000 ,,,0.00 ,0.000 ,,,,,,,,,,,,,,DNA
,qPCR,1/13/2007,-41.85 ,-153.10 ,0.0 ,0.000 ,,,0.40 ,0.000 ,,,,,,,,,,,,,,DNA
"Andreas Krupke et al., 2013. Systematic and applied microbiology, doi:http://dx.doi.org/10.1016/j.syapm.2013.02.002",qPCR,12/3/2010,16.76 ,-25.12 ,1.0 ,,3690.00 ,,3690.00 ,63.100 ,,,,,,,,,,,,,,
vertical profiles in Figure 3,qPCR,12/3/2010,16.76 ,-25.12 ,1.0 ,,520.00 ,,520.00 ,26.700 ,,,,,,,,,,,,,,
,qPCR,12/4/2010,16.76 ,-25.12 ,1.0 ,,598.00 ,,598.00 ,34.300 ,,,,,,,,,,,,,,
,qPCR,12/5/2010,16.76 ,-25.12 ,1.0 ,,403.00 ,,403.00 ,68.400 ,,,,,,,,,,,,,,
,qPCR,12/5/2010,16.76 ,-25.12 ,1.0 ,,717.00 ,,717.00 ,62.000 ,,,,,,,,,,,,,,
,qPCR,12/6/2010,16.76 ,-25.12 ,1.0 ,,588.00 ,,588.00 ,77.100 ,,,,,,,,,,,,,,
,qPCR,12/8/2010,16.76 ,-25.12 ,1.0 ,,123.00 ,,123.00 ,60.600 ,,,,,,,,,,,,,,
,qPCR,12/8/2010,16.76 ,-25.12 ,1.0 ,,34.00 ,,34.00 ,4.620 ,,,,,,,,,,,,,,
,qPCR,12/9/2010,16.76 ,-25.12 ,1.0 ,,37.20 ,,37.20 ,3.920 ,,,,,,,,,,,,,,
,qPCR,12/9/2010,16.76 ,-25.12 ,0.0 ,,128.31 ,,128.31 ,61.516 ,,,,,,,,,,,,,,
,qPCR,12/9/2010,16.76 ,-25.12 ,30.0 ,,41.01 ,,41.01 ,3.597 ,,,,,,,,,,,,,,
,qPCR,12/9/2010,16.76 ,-25.12 ,60.0 ,,3.01 ,,3.01 ,6.610 ,,,,,,,,,,,,,,
"Takuhei Shiozaki et al., 2014. Continetal Shelf Research, doi:10.1016/j.csr.2014.02.015",qPCR,2010 May 12-17,21.37 ,122.00 ,5.0 ,463.862 ,19.27 ,,19.27 ,91.150 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.00 ,23.0 ,254.840 ,37.98 ,,37.98 ,249.268 ,,,,,,,,,,,,,,
data shown in Figures 6 and 9,qPCR,2010 May 12-17,21.37 ,122.00 ,61.0 ,16.332 ,50.05 ,,50.05 ,185.475 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.00 ,83.0 ,6.349 ,45.86 ,,45.86 ,4.247 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.00 ,110.0 ,2.090 ,86.64 ,,86.64 ,5.244 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.00 ,142.0 ,5.186 ,8.67 ,,8.67 ,5.506 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.00 ,200.0 ,8.222 ,1.02 ,,1.02 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,5.0 ,161.788 ,4.06 ,,4.06 ,42.549 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,15.0 ,266.669 ,9.31 ,,9.31 ,113.730 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,30.0 ,429.762 ,7.81 ,,7.81 ,160.424 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,50.0 ,186.607 ,28.68 ,,28.68 ,144.961 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,75.0 ,1.582 ,33.54 ,,33.54 ,29.129 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,100.0 ,4.130 ,4.70 ,,4.70 ,1.561 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,140.0 ,4.052 ,2.91 ,,2.91 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.37 ,122.50 ,200.0 ,nan,nan,,nan,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,5.0 ,28.591 ,10.74 ,,10.74 ,56.325 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,15.0 ,10.120 ,9.62 ,,9.62 ,45.407 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,30.0 ,62.168 ,20.67 ,,20.67 ,28.932 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,50.0 ,8.285 ,11.04 ,,11.04 ,4.715 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,70.0 ,2.090 ,3.33 ,,3.33 ,2.467 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,100.0 ,3.229 ,2.98 ,,2.98 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,150.0 ,7.128 ,5.39 ,,5.39 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,120.00 ,200.0 ,1.150 ,1.61 ,,1.61 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,5.0 ,96.874 ,10.27 ,,10.27 ,26.856 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,12.0 ,20.138 ,8.50 ,,8.50 ,16.005 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,33.0 ,13.374 ,46.39 ,,46.39 ,4.384 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,45.0 ,14.384 ,21.01 ,,21.01 ,1.301 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,77.0 ,3.513 ,2.78 ,,2.78 ,1.326 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,100.0 ,3.490 ,1.61 ,,1.61 ,1.165 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,150.0 ,1.416 ,2.32 ,,2.32 ,1.335 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,119.50 ,200.0 ,1.260 ,1.25 ,,1.25 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,5.0 ,807.223 ,15.58 ,,15.58 ,4.031 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,22.0 ,173.748 ,13.85 ,,13.85 ,2.572 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,59.0 ,9.553 ,2.84 ,,2.84 ,3.277 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,80.0 ,8.330 ,1.84 ,,1.84 ,1.678 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,100.0 ,5.570 ,nan,,nan,0.722 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,138.0 ,2.036 ,2.66 ,,2.66 ,4.239 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,118.00 ,200.0 ,2.230 ,3.38 ,,3.38 ,2.137 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,5.0 ,307.603 ,15.07 ,,15.07 ,0.000 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,20.0 ,303.636 ,53.20 ,,53.20 ,2.600 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,26.0 ,67.346 ,14.87 ,,14.87 ,5.455 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,54.0 ,1.602 ,7.37 ,,7.37 ,5.791 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,74.0 ,6.060 ,2.55 ,,2.55 ,6.818 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.60 ,127.0 ,2.491 ,1.19 ,,1.19 ,1.343 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,5.0 ,243.138 ,11.64 ,,11.64 ,1.597 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,11.0 ,573.607 ,18.92 ,,18.92 ,2.218 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,28.0 ,16.900 ,3.23 ,,3.23 ,1.658 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,39.0 ,5.427 ,2.14 ,,2.14 ,1.119 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,66.0 ,12.327 ,3.16 ,,3.16 ,1.953 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,100.0 ,6.509 ,2.06 ,,2.06 ,1.689 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,150.0 ,nan,2.76 ,,2.76 ,1.624 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,117.00 ,200.0 ,2.145 ,2.44 ,,2.44 ,1.482 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,5.0 ,48.410 ,16.97 ,,16.97 ,2.331 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,13.0 ,22.781 ,20.45 ,,20.45 ,2.468 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,36.0 ,24.309 ,21.41 ,,21.41 ,3.707 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,49.0 ,4.725 ,9.23 ,,9.23 ,7.022 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,83.0 ,1.782 ,nan,,nan,3.217 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,100.0 ,2.540 ,2.39 ,,2.39 ,2.068 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,150.0 ,4.525 ,2.54 ,,2.54 ,1.156 ,,,,,,,,,,,,,,
,qPCR,2010 May 12-17,21.00 ,116.50 ,200.0 ,nan,2.16 ,,2.16 ,1.126 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,5.0 ,11.010 ,nan,,nan,173.282 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,15.0 ,3.574 ,1.23 ,,1.23 ,110.122 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,30.0 ,33.066 ,1.44 ,,1.44 ,233.634 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,50.0 ,4.860 ,nan,,nan,95.598 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,75.0 ,11.086 ,nan,,nan,2.326 ,,,,,,,,,,,,,,
,qPCR,2010 September 4-10,21.38 ,122.50 ,100.0 ,61.571 ,nan,,nan,1.799 ,,,,,,,,,,,,,,
